id,titre,categorie,type_operation,prix_xof,devise,description,date_pub_brute,url,image_url,page_source,date_scraping
6269025,Appartement à louer cité Africa,Appartements à louer,Location,1400000,XOF,Appartement 3 chambres salon cuisine aménagée 3 salles de bain piscine  salle de bain salle polyvalente sur la terrasse à louer à la cité Africa Ouakam à quelques pas du lycée Jean Mermoz parking ascenseur groupe électrogène,2025-01-29 20:28:35,https://www.expat-dakar.com/annonce/appartement-a-louer-cite-africa-6269025,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/80b885ca727ac217e229e939cf6f4f4f/-/horizon-files-prod/ed/picture/q0g744z6/3c9c284863eca9358b175ed6f6b98b9c060a24bd.jpg,2,2026-03-12 22:17:52
6613585,Maison à Vendre Ndiorokh,Maisons à vendre,Vente,300000000,XOF,"Maison sur un terrain de 2300 M2 situé à Ndiorokh (près de Saly Joseph). 2 garage de plus de 100m2 chacun, 7 chambres et 7 salles de bains et deux cuisines, une extérieur et une intérieur. Un local gardien et locaux de rangement de 10 M2 chacuns. Piscine de 16 m sur 4 qui fonctionne au solaire et une salle à manger extérieur avec vue sur la piscine.",2026-02-15 15:52:55,https://www.expat-dakar.com/annonce/maison-a-vendre-ndiorokh-6613585,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/69fecd7db9e24f5b992c472e18687946/-/horizon-files-prod/ed/picture/q569p4g5/403398fb4562cd7df28666f41780e742eee9ed44.jpg,2,2026-03-12 22:17:52
6504581,Mermoz – Appartement F4 Haut Standing à Vendre,Appartements à vendre,Vente,210000000,XOF,"Découvrez un bijou immobilier au cœur de Mermoz, dans une résidence neuve haut de gamme signée par promoteur reconnu pour la qualité de ses réalisations.
À seulement 5 minutes d'Auchan et du cinéma Pathé, et 10 minutes de la corniche, cet appartement allie confort, élégance et emplacement stratégique.

🏡 Détails du bien

 - Type : F4 (3 chambres - 3 salles de bain - toilette visiteurs)
 - Superficie : 174 m²
 - Résidence : Haut standing, architecture contemporaine
 - Équipements :
🏊 Piscine
💪 Salle de sport
🧑‍💼 Service de conciergerie
🚗 Parking privé
🛗 Ascenseur
🔒 Sécurité 24h/24

💎 Les atouts

✅ Emplacement premium à Mermoz
✅ Finitions de luxe (carrelage importé, menuiserie aluminium haut de gamme)
✅ Résidence neuve avec équipements complets
✅ Fort potentiel locatif et patrimonial
✅ Environnement calme, proche de toutes commodités
📍 Localisation : Mermoz, Dakar

🪶 Un bien rare combinant confort, modernité et valorisation à long terme.
Ne manquez pas cette opportunité de vivre ou d'investir dans l'un des plus beaux quartiers de Dakar.",2025-10-20 09:43:04,https://www.expat-dakar.com/annonce/mermoz-appartement-f4-haut-standing-a-vendre-6504581,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/d2afc8287ce27297888d4cb727808420/-/horizon-files-prod/ed/picture/qj4608qe/d6a94ba7df9b47a11ec5c3dbf84a361c0e0bad30.jpg,2,2026-03-12 22:17:52
6647707,Appartement à vendre pieds dans l’eau à fan résidence,Appartements à vendre,Vente,800000000,XOF,"Projet immeuble 
Appartement à vendre corniche ouest fan résidence clubs olympiques de 4 chambres salon de haut standing 
Grand terrasse privée sur la mer
Vue dégagée sur la mer
Vue sur mer 
1 séjour salle à mangée,  2 salon, Cuisine entièrement équipée 
Surface 395 mètres carrés 
Parking 2 places 
Suite parentale avec dressing plus salle d'eau 
Chaque chambre composée une salle d'eau plus dressing 
Commodité picine salle de sport parking groupe électrogène",2026-03-12 18:08:08,https://www.expat-dakar.com/annonce/appartement-a-vendre-pieds-dans-leau-a-fan-residence-6647707,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/b125e180ebef6bc748cc16c1623adbde/-/horizon-files-prod/ed/picture/qq4959mv/ae83d3e0e3d2a6f4a07a1f8e3f6a9bfbc8cca615.jpg,2,2026-03-12 22:17:52
2743596,Appartement meublé F3 à Yoff Almadies,Appartements meublés,Location meublée,35000,XOF,"Je vous propose ce bel appartement f3 2 chambres +salon de haut standing dans le quartier du virage à yoff almadies à 5 mn à pied de l'aéroport lss à dakar...juste en face de l'aéroport. Appartement meublé avec gout avec toute pièce climatisée... Tv: 60"" smart tv (tv connecté)...et toutes les pièces sont équipées de tv et de toutes les commodités utiles.... Wifi, lave linge, four, gazinière, micro onde, machine à café ...femme de ménage gardiennage, nous consulter pour les disponibilités et les tarifs de long séjours.",2021-05-20 11:03:25,https://www.expat-dakar.com/annonce/appartement-meuble-f3-a-yoff-almadies-2743596,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/a92ad58bdfa55d46a3755c3f93db5f3c/-/horizon-files-prod/ed/picture/migrated/q2k2m4k/bfcb5e53c1a25a616267735b22bdb25922bd8506.jpg,2,2026-03-12 22:17:52
6296914,Chambres meublées,Chambres à louer,Location,20000,XOF,"Des chambres meublées climatisées avec salle de bain, chauffe eau, wifi, télévision, cuisine équipée, frigo, micro onde, parking auto, etc..situées à Cité Vauvert, au bord de la route, près du restaurant.",2025-03-01 09:35:16,https://www.expat-dakar.com/annonce/chambres-meublees-6296914,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/05aa4de63459bef84a63f9a589cc6443/-/horizon-files-prod/ed/picture/qkr84xgx/a0c663d44df809e144fb2211696ce5dcd1e73dd0.jpg,2,2026-03-12 22:17:52
6563934,Villa à vendre,Maisons à vendre,Vente,125000000,XOF,"Villa 220 M2 
Au rez de chaussé 3 chambres salon 2 cuisines 2 cours arrières 2 toilettes garage 
Au premier  4 chambres salon cuisine deux toilettes un balcon  et un studio 
Au deuxième 3 studio",2026-01-08 09:09:02,https://www.expat-dakar.com/annonce/villa-a-vendre-6563934,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/3cd85f501754ba6ee3a0450027aa41e8/-/horizon-files-prod/ed/picture/qm56mn2q/36e133f9e5545fd655504ddb1ccf8feb411cebc8.jpg,2,2026-03-12 22:17:52
6516359,Beau studio meublé Corniches des Mamelles,Appartements meublés,Location meublée,25000,XOF,"Nous mettons à votre disposition ce beau studio meublé situé non loin de la phare des Mamelles. Disposant d'une grande terrasse privée avec une magnifique vue sur l'océan. Entièrement équipé pour vous offrir un maximum de confort.
Proche des commodités et accessible.
N'hésitez pas à nos contacter pour vos longs séjours également.",2025-11-03 08:42:34,https://www.expat-dakar.com/annonce/beau-studio-meuble-corniches-des-mamelles-6516359,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/f212a1f44a5725866ed0212f71942ea0/-/horizon-files-prod/ed/picture/qj46ev7r/1f30f5d6481803d04141467efb32dfca6af9b006.jpg,2,2026-03-12 22:17:52
2751908,STUDIO MEUBLÉ À LOUER,Appartements meublés,Location meublée,25000,XOF,"Nous mettons en location un studio NEUF,MEUBLÉ,composé d une chambre climatisée, d'un salon, d'une salle de bain, d'une cuisine équipée de frigo,gazinière, microonde, vaisselle .wifi, canal +,femme de ménage et gardien, derrière immeuble Ferdinand coly à liberté 6 extension. NB,ON NE LOUE PAS DE PASSE, NI 1 JOUR, NI 2...MINIMUM 3 JOURS.",2021-09-23 16:03:09,https://www.expat-dakar.com/annonce/studio-meuble-a-louer-2751908,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/4d602622e8eac22d6bcd7b09c91cee7e/-/horizon-files-prod/ed/picture/migrated/qn79jkv/3930d2a803118f761115e2e729036752af034ad1.jpg,2,2026-03-12 22:17:52
6647662,Maison à vendre HLM 1,Maisons à vendre,Vente,60000000,XOF,"Maison de 95m² à vendre HLM 1 après Rails ba

03 Chambres

Salon

Cuisine 

60 000 000 FCFA à débattre",2026-03-12 16:15:27,https://www.expat-dakar.com/annonce/maison-a-vendre-hlm-1-6647662,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/33fe7bb0e8a189d8a02a1df52d4ae92f/-/horizon-files-prod/ed/picture/qde02084/877a9a89e29ff9375c62822e90e3878660c9c5de.jpg,2,2026-03-12 22:17:52
6628723,Très jolie apt F4 meublé au point E,Appartements à louer,Location,1100000,XOF,"Mayou immobilier vous propose en location au point E un très beau appartement F4 meublé au 06 ème étage composé de:
03 chambres très lumineuses avec split et salle de bain chacune 
Un salon très lumineux climatisé avec balcon 
Une cuisine moderne et entièrement équipé avec buanderie équipée de machine à laver et la toilette du personnel 
Une toilette visiteurs 
Commodités : Ascenseur parking fermé un groupe électrogène un sur presseure un service de gardiennage assuré H24",2026-02-25 16:15:51,https://www.expat-dakar.com/annonce/tres-jolie-apt-f4-meuble-au-point-e-6628723,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/04d3d2922e82ce2614be916e3e9b8550/-/horizon-files-prod/ed/picture/q78ppmqd/9a5b780eb5fbf35fdd9d0371463aad088a50fc48.jpg,3,2026-03-12 22:17:55
6456463,SOTRAC MERMOZ - F4 meublé,Appartements meublés,Location meublée,650000,XOF,"Appartement de 3 chambres, 2 SDB, espace véranda et buanderie, situé au 3ème étage et dernier étage. Sans ascenseur. Gardiennage 24H. Meublé et tout équipé. Situé dans le quartier prisé de Sotrac Mermoz, à deux pas de l'hypermarché Auchan, du cinéma Pathé, et à 5 minutes en voiture des écoles Jean mermoz, ISD, EAB, du centre commercial du Sea plaza et du complexe sportif de l'Olympique Club. Accès internet inclus. Hors charge d'électricité.

Conditions : 2 mois de caution de garantie + 1 mois de loyer. Direct propriéraire.",2025-08-26 09:18:12,https://www.expat-dakar.com/annonce/sotrac-mermoz-f4-meuble-6456463,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/e5f4345f0742b75e92b2f9e7245a6f27/-/horizon-files-prod/ed/picture/q56p8r02/776a01d72eca18b95de801441d7bc4a5d568ea2c.jpg,3,2026-03-12 22:17:55
6454635,Très jolie apt F4 à Ngor Almadies,Appartements à louer,Location,950000,XOF,"Mayou immobilier vous propose en location à Ngor Almadies un très jolis appartement F4 au 03 ème étage situé à 200 m de l'école française SAINT EXUPERY composé de 03 chambres très lumineux avec balcon Split toilette et placards chacune une toilette visiteurs un salon climatisé très lumineux avec balcon une cuisine moderne et équipée
Commodités : Ascenseurs parking groupe électrogène service de gardiennage avec des caméras de surveillance assuré H24",2025-08-22 23:53:40,https://www.expat-dakar.com/annonce/tres-jolie-apt-f4-a-ngor-almadies-6454635,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/93dcaab82f36eeaaea77db025925e877/-/horizon-files-prod/ed/picture/qgqmjw50/d1298063cd1c2489f63422f5385200ce3e78d325.jpg,3,2026-03-12 22:17:55
6556225,Grand standing F5 à la cité Africa,Appartements à louer,Location,1500000,XOF,"Mayou Immobilier vous propose en location a la cité Africa de Ouakam a 05 mn de marche de l'école Jean Mermoz un joli appartement F5 d'une superficie de 197 m2 composé de 03 chambres très lumineuses avec Split toilette et placards chacune + une belle chambre domestique avec sa toilette un grand salon très lumineux et climatisé une grande cuisine sémié équipée + une buanderie des chauffe eau et la toilette visiteurs
Commodités : une grande piscine une grande salle de gym une grande salle polyvalente le tout au niveau de la terrasse très bien aménagé donnant aux enfants un joli cadre de vie un 02 ascenseurs une parking sous-sol groupe électrogène un concierge et un service de gardiennage assurée H 24 avec caméra de surveillance",2025-12-27 22:41:24,https://www.expat-dakar.com/annonce/grand-standing-f5-a-la-cite-africa-6556225,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/044b03eec5b3fb69a14ac21383437256/-/horizon-files-prod/ed/picture/q0gkm6qk/a7f2be37308752a4aeacc074914195085cabf84f.jpg,3,2026-03-12 22:17:55
6584564,Joli appart F4 tout neuf à Mermoz,Appartements à louer,Location,750000,XOF,"Mayou immobilier vous propose en location a Mermoz dans une zone très bien sécurisée des appartements F4 tout neuf jamais habité composé de :
03 chambres très lumineuses avec split et salle de bain chacune 
un salon climatisé très lumineux avec un bon balcon une grande cuisine moderne et équipée une grande buanderie des Chauf eau et une toilette visiteurs 
Commodités : Ascenseur parking surpresseur et un service de gardiennage assuré H24",2026-01-24 22:29:15,https://www.expat-dakar.com/annonce/joli-appart-f4-tout-neuf-a-mermoz-6584564,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/356a313cfafcbf30e0a6cd4c41f14571/-/horizon-files-prod/ed/picture/qen95x2x/c1380853a7f2babbe7e2189fb00e8c8dde6c9969.jpg,3,2026-03-12 22:17:55
6004995,Appartement F4 de haut standing au virage,Appartements à louer,Location,1000000,XOF,"Mayou Immobilier vous propose en location au virage un très joli appartement F4 de haut standing au 03 ème étage d'une superficie de 280 M2 composé de 03 chambres très lumineuses avec Split salle de bain et placards chacune un grand salon salle à manger très lumineux une balcon une très grande cuisine moderne et équipée d'un frigo d'une lave vaisselle une gazinière la hotte et plusieurs placards de rangement une grande buanderie des cheaufs eaux
Commodités : Ascenseur parking fermé groupe électrogène un box de rangement une petite salle d'attente et un service de gardiennage assuré H24",2024-02-15 17:27:57,https://www.expat-dakar.com/annonce/appartement-f4-de-haut-standing-au-virage-6004995,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/30fe2a976c2070b80abfc9dc883841de/-/horizon-files-prod/ed/picture/qq47kpqw/0ed296f75f4f7143d4fa658f0447df276c633751.jpg,3,2026-03-12 22:17:55
6455475,Très joli appart F4 sur la corniche de Ouakam,Appartements à louer,Location,550000,XOF,Mayou immobilier vous propose en location un joli appartement F4 sur la corniche dans un coin très calme et accessible composé de 03 chambres très lumineuses avec toilette chacune un salon très lumineux avec balcon une cuisine avec balcon et un service de gardiennage,2025-09-07 19:18:33,https://www.expat-dakar.com/annonce/tres-joli-appart-f4-sur-la-corniche-de-ouakam-6455475,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/09e2c39e4533139df97c05ddd4b927e2/-/horizon-files-prod/ed/picture/q445q5g9/3ddadfa4abc7ffcde16906609ce993f176db2ff2.jpg,3,2026-03-12 22:17:55
6420124,Apt F4 très lumineux à Ngor Almadies,Appartements à louer,Location,700000,XOF,"Matou immobilier vous propose en location à Ngor Almadies un appartement F4 très lumineux composé :
De 03 chambres très lumineuses avec split toilette et placards chacune un salon climatisé et très lumineux avec balcon une grande cuisine avec placards une grande buanderie et une toilette domestique 
Commodités : parking un service de gardiennage assuré H24",2025-07-14 21:28:03,https://www.expat-dakar.com/annonce/apt-f4-tres-lumineux-a-ngor-almadies-6420124,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/b4090748abb985f5ed0970efd34d751d/-/horizon-files-prod/ed/picture/qv4dk2r8/e203d571ffb76a51abd7893b7655a48f1cb4651d.jpg,3,2026-03-12 22:17:55
6628976,Jolie villa F6 avec piscine commune,Maisons à louer,Location,1350000,XOF,"Mayou immobilier vous propose en location à Ngor Almadies une belle une villa F6 composée :
- RDC garage pour 2 véhicules, jardin d'entrée, une cour arrière un grand salon avec une cuisine semie équipée, une chambre avec placards et salle de bain, des toilettes visiteurs et une autre cuisine africaine équipée de placards
- Au 1er étage il y'a une suite parentale, un séjour familial, une chambre avec placards,  des toilettes extérieures et une grande terrasse extérieure
- Au 2ème étage un grand salon mansardé très lumineux avec une chambre attenante et une grande terrasse extérieure.",2026-02-26 00:29:01,https://www.expat-dakar.com/annonce/jolie-villa-f6-avec-piscine-commune-6628976,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/c3599c7c51f885353f322823ba3194a0/-/horizon-files-prod/ed/picture/qrznn4rq/a2d3c8ca03a7d6193610629311840264bbc96970.jpg,3,2026-03-12 22:17:55
6572619,Ref_1816_PL Belle villa à louer à Isra 2,Maisons à louer,Location,1000000,XOF,"Elle est composée au 
RDC  
1 chambre avec salle de bain, salon, petite cour avant et arrière et une cuisine.
1er étage 
3 chambres, 2 salles de bain et 1 petite terrasse
 2ème étage 
1 chambre avec salle de bain, 1 débarras,
1 terrasse",2026-01-15 14:01:57,https://www.expat-dakar.com/annonce/ref-1816-pl-belle-villa-a-louer-a-isra-2-6572619,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/ef008603e11aa97297d670dd8e348264/-/horizon-files-prod/ed/picture/q5696p0g/743be3a69952a31363c0821959fa3e009ce94b0e.jpg,3,2026-03-12 22:17:55
5823915,Appartement meublé à louer à la Cité Mixta,Appartements meublés,Location meublée,25000,XOF,"2 chambres, chambre parents avec toilettes. Toilettes visiteurs.  Cuisine équipée. Balcon. Chambres climatisées. Wifi. Merci
Cité Mixta près du stade Léopard Sédar Senghor
Bref séjour 30 000fr. Long séjour  25 000 f",2023-08-04 10:14:54,https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-la-cite-mixta-5823915,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/ab9b02226ec723dbf0f63b0193d30b5a/-/horizon-files-prod/ed/picture/qj4jkn8z/104bb816f088bb57c3514587f0000d20ce458628.jpg,4,2026-03-12 22:17:58
6645808,Ref_1820_SEY Villa à louer aux Mamelles,Maisons à louer,Location,2500000,XOF,"Elle est composée de 5 chambres dont 3 avec salle de bain, toilette visiteurs, salon, cuisine, dépendance gardien, piscine",2026-03-11 16:32:34,https://www.expat-dakar.com/annonce/ref-1820-sey-villa-a-louer-aux-mamelles-6645808,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/187302d1955a26bee3400fa8b7a75dc5/-/horizon-files-prod/ed/picture/q8vp9504/9b11a763ad2611b68b8579e94b87e7468e11f4a1.jpg,4,2026-03-12 22:17:58
6647622,Appartement aux mamelles,Appartements à louer,Location,550000,XOF,Nous mettons en location un appartement au premier étage d'un immeuble aux mamelles avec 3 chambres salon cuisine balcon  pour plus de détails nous contacter.,2026-03-12 15:27:37,https://www.expat-dakar.com/annonce/appartement-aux-mamelles-6647622,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/e9a54f0d8ee55f61983d022c5d5bc861/-/horizon-files-prod/ed/picture/q6xnvnj8/569a8eb4a06bcb6e8c2c44222e976eb324d51ac8.jpg,4,2026-03-12 22:17:58
